# CSD PDF/CDF
# simtype perm
# anattype surface  fsaverage lh
# FixGroupSubjectArea 1
# merged      0
# contrast    osgm
# seed        1740191834
# thresh      1.300000
# threshsign  0.000000
# searchspace 74612.577841
# nullfwhm    0.000000
# varfwhm     -1.000000
# nrepetitions 1000
# NOTE: nreps and nrepetitions are both valid for volume data.
# NOTE: nreps is invalid (-1) for surface data to assure.
# NOTE:   backwards INcompatibility.
# 7.4.1
# nreps       -1
# FixSurfClusterArea 1
# 7.4.1
# nbins 31
# BinNo  MaxClustBin MaxClustPDF MaxClustCDF GRFCDF    MaxSigBin MaxSigPDF MaxSigCDF
   0      0.000000   0.012000     0.988000  1.000000     0.946807  0.001000  0.999000 
   1      118.885666   0.120000     0.868000  1.000000     1.155427  0.002000  0.997000 
   2      237.771332   0.278000     0.590000  1.000000     1.364047  0.000000  0.997000 
   3      356.656982   0.178000     0.412000  1.000000     1.572667  0.004000  0.993000 
   4      475.542664   0.152000     0.260000  1.000000     1.781287  0.002000  0.991000 
   5      594.428345   0.078000     0.182000  1.000000     1.989908  0.000000  0.991000 
   6      713.313965   0.048000     0.134000  1.000000     2.198528  0.011000  0.980000 
   7      832.199646   0.040000     0.094000  1.000000     2.407148  0.008000  0.972000 
   8      951.085327   0.022000     0.072000  1.000000     2.615768  0.016000  0.956000 
   9      1069.970947   0.016000     0.056000  1.000000     2.824388  0.032000  0.924000 
  10      1188.856689   0.010000     0.046000  1.000000     3.033008  0.036000  0.888000 
  11      1307.742310   0.007000     0.039000  1.000000     3.241628  0.070000  0.818000 
  12      1426.627930   0.007000     0.032000  1.000000     3.450248  0.107000  0.711000 
  13      1545.513672   0.002000     0.030000  1.000000     3.658868  0.087000  0.624000 
  14      1664.399292   0.007000     0.023000  1.000000     3.867488  0.133000  0.491000 
  15      1783.285034   0.006000     0.017000  1.000000     4.076108  0.094000  0.397000 
  16      1902.170654   0.007000     0.010000  1.000000     4.284729  0.109000  0.288000 
  17      2021.056274   0.000000     0.010000  1.000000     4.493349  0.099000  0.189000 
  18      2139.941895   0.003000     0.007000  1.000000     4.701969  0.055000  0.134000 
  19      2258.827637   0.002000     0.005000  1.000000     4.910589  0.038000  0.096000 
  20      2377.713379   0.001000     0.004000  1.000000     5.119209  0.032000  0.064000 
  21      2496.598877   0.000000     0.004000  1.000000     5.327829  0.020000  0.044000 
  22      2615.484619   0.000000     0.004000  1.000000     5.536449  0.014000  0.030000 
  23      2734.370361   0.001000     0.003000  1.000000     5.745069  0.010000  0.020000 
  24      2853.255859   0.000000     0.003000  1.000000     5.953690  0.004000  0.016000 
  25      2972.141602   0.001000     0.002000  1.000000     6.162310  0.006000  0.010000 
  26      3091.027344   0.000000     0.002000  1.000000     6.370930  0.002000  0.008000 
  27      3209.913086   0.000000     0.002000  1.000000     6.579550  0.004000  0.004000 
  28      3328.798584   0.000000     0.002000  1.000000     6.788170  0.001000  0.003000 
  29      3447.684326   0.001000     0.001000  1.000000     6.996790  0.002000  0.001000 
  30      3566.570068   0.001000     0.000000  1.000000     7.205410  0.001000  0.000000 
