# CSD PDF/CDF
# simtype perm
# anattype surface  fsaverage rh
# FixGroupSubjectArea 1
# merged      0
# contrast    osgm
# seed        1740267053
# thresh      1.300000
# threshsign  0.000000
# searchspace 74490.846304
# nullfwhm    0.000000
# varfwhm     -1.000000
# nrepetitions 1000
# NOTE: nreps and nrepetitions are both valid for volume data.
# NOTE: nreps is invalid (-1) for surface data to assure.
# NOTE:   backwards INcompatibility.
# 7.4.1
# nreps       -1
# FixSurfClusterArea 1
# 7.4.1
# nbins 31
# BinNo  MaxClustBin MaxClustPDF MaxClustCDF GRFCDF    MaxSigBin MaxSigPDF MaxSigCDF
   0      0.000000   0.007000     0.993000  1.000000     1.165320  0.001000  0.999000 
   1      196.493668   0.107000     0.886000  1.000000     1.336522  0.003000  0.996000 
   2      392.987335   0.223000     0.663000  1.000000     1.507725  0.001000  0.995000 
   3      589.481018   0.186000     0.477000  1.000000     1.678927  0.005000  0.990000 
   4      785.974670   0.134000     0.343000  1.000000     1.850129  0.007000  0.983000 
   5      982.468323   0.097000     0.246000  1.000000     2.021332  0.009000  0.974000 
   6      1178.962036   0.063000     0.183000  1.000000     2.192534  0.022000  0.952000 
   7      1375.455688   0.047000     0.136000  1.000000     2.363736  0.044000  0.908000 
   8      1571.949341   0.037000     0.099000  1.000000     2.534939  0.060000  0.848000 
   9      1768.442993   0.026000     0.073000  1.000000     2.706141  0.064000  0.784000 
  10      1964.936646   0.020000     0.053000  1.000000     2.877343  0.089000  0.695000 
  11      2161.430420   0.010000     0.043000  1.000000     3.048546  0.094000  0.601000 
  12      2357.924072   0.011000     0.032000  1.000000     3.219748  0.089000  0.512000 
  13      2554.417725   0.005000     0.027000  1.000000     3.390950  0.108000  0.404000 
  14      2750.911377   0.005000     0.022000  1.000000     3.562153  0.105000  0.299000 
  15      2947.405029   0.005000     0.017000  1.000000     3.733355  0.076000  0.223000 
  16      3143.898682   0.001000     0.016000  1.000000     3.904557  0.046000  0.177000 
  17      3340.392334   0.001000     0.015000  1.000000     4.075760  0.032000  0.145000 
  18      3536.885986   0.001000     0.014000  1.000000     4.246962  0.044000  0.101000 
  19      3733.379639   0.007000     0.007000  1.000000     4.418164  0.036000  0.065000 
  20      3929.873291   0.001000     0.006000  1.000000     4.589366  0.015000  0.050000 
  21      4126.367188   0.002000     0.004000  1.000000     4.760569  0.017000  0.033000 
  22      4322.860840   0.000000     0.004000  1.000000     4.931771  0.009000  0.024000 
  23      4519.354492   0.000000     0.004000  1.000000     5.102973  0.012000  0.012000 
  24      4715.848145   0.000000     0.004000  1.000000     5.274176  0.003000  0.009000 
  25      4912.341797   0.000000     0.004000  1.000000     5.445378  0.003000  0.006000 
  26      5108.835449   0.000000     0.004000  1.000000     5.616580  0.000000  0.006000 
  27      5305.329102   0.000000     0.004000  1.000000     5.787783  0.001000  0.005000 
  28      5501.822754   0.003000     0.001000  1.000000     5.958985  0.002000  0.003000 
  29      5698.316406   0.000000     0.001000  1.000000     6.130188  0.002000  0.001000 
  30      5894.810059   0.001000     0.000000  1.000000     6.301390  0.001000  0.000000 
